,plot_x_0,plot_x_1,plot_x_2,plot_y_0,plot_y_1,plot_y_2
32,9.39393939394,9.39393939394,9.39393939394,7.83536569838,0.443029294095,-20.0379597514
33,10.0,10.0,10.0,8.08448200308,0.692145598793,-19.5434320144
34,10.6060606061,10.6060606061,10.6060606061,8.33359830778,0.941261903491,-19.0489042775
35,11.2121212121,11.2121212121,11.2121212121,8.58271461248,1.19037820819,-18.5543765405
36,11.8181818182,11.8181818182,11.8181818182,8.83183091717,1.43949451289,-18.0598488035
37,12.4242424242,12.4242424242,12.4242424242,9.08094722187,1.68861081759,-17.5653210665
38,13.0303030303,13.0303030303,13.0303030303,9.33006352657,1.93772712228,-17.0707933295
39,13.6363636364,13.6363636364,13.6363636364,9.38895247841,1.99661607412,-16.6556029717
40,14.2424242424,14.2424242424,14.2424242424,9.35382101447,1.96148461019,-16.2796253416
41,14.8484848485,14.8484848485,14.8484848485,9.31868955053,1.92635314625,-15.9036477114
42,15.4545454545,15.4545454545,15.4545454545,9.28355808659,1.89122168231,-15.5276700813
43,16.0606060606,16.0606060606,16.0606060606,9.24842662265,1.85609021837,-15.1516924511
44,16.6666666667,16.6666666667,16.6666666667,9.21329515871,1.82095875443,-14.775714821
45,17.2727272727,17.2727272727,17.2727272727,9.19801649805,1.80568009376,-14.3997371908
46,17.8787878788,17.8787878788,17.8787878788,9.44964774809,2.05731134381,-13.869470069
47,18.4848484848,18.4848484848,18.4848484848,9.70127899814,2.30894259385,-13.3042694774
48,19.0909090909,19.0909090909,19.0909090909,9.95291024818,2.5605738439,-12.7390688858
49,19.696969697,19.696969697,19.696969697,10.2045414982,2.81220509394,-12.1738682942
50,20.303030303,20.303030303,20.303030303,10.4561727483,3.06383634398,-11.6086677026
51,20.9090909091,20.9090909091,20.9090909091,10.7078039983,3.31546759403,-11.0434671109
52,21.5151515152,21.5151515152,21.5151515152,10.8643793558,3.47204295149,-10.5576488211
53,22.1212121212,22.1212121212,22.1212121212,10.674679676,3.2823432717,-10.3610089163
54,22.7272727273,22.7272727273,22.7272727273,10.4849799962,3.09264359192,-10.1643690115
55,23.3333333333,23.3333333333,23.3333333333,10.2952803164,2.90294391213,-9.96772910678
56,23.9393939394,23.9393939394,23.9393939394,10.1055806366,2.71324423234,-9.771089202
57,24.5454545455,24.5454545455,24.5454545455,9.91588095684,2.52354455255,-9.57444929723
58,25.1515151515,25.1515151515,25.1515151515,9.72618127705,2.33384487276,-9.37780939246
59,25.7575757576,25.7575757576,25.7575757576,9.8385038129,2.44616740861,-8.87725107161
60,26.3636363636,26.3636363636,26.3636363636,10.1395902335,2.74725382922,-8.18674374072
61,26.9696969697,26.9696969697,26.9696969697,10.4406766541,3.04834024984,-7.49623640984
62,27.5757575758,27.5757575758,27.5757575758,10.7417630747,3.34942667046,-6.80572907895
63,28.1818181818,28.1818181818,28.1818181818,11.0428494954,3.65051309107,-6.11522174806
64,28.7878787879,28.7878787879,28.7878787879,11.343935916,3.95159951169,-5.42471441717
65,29.3939393939,29.3939393939,29.3939393939,11.6450223366,4.2526859323,-4.73420708628
66,30.0,30.0,30.0,11.9461087572,4.55377235292,-4.0436997554
67,30.6060606061,30.6060606061,30.6060606061,12.2471951778,4.85485877353,-3.35319242451
68,31.2121212121,31.2121212121,31.2121212121,12.2821227062,4.88978630195,-2.96140606721
69,31.8181818182,31.8181818182,31.8181818182,12.2189916954,4.82665529113,-2.67967480545
70,32.4242424242,32.4242424242,32.4242424242,12.1558606846,4.76352428031,-2.3979435437
71,33.0303030303,33.0303030303,33.0303030303,12.0927296738,4.7003932695,-2.11621228194
72,33.6363636364,33.6363636364,33.6363636364,12.029598663,4.63726225868,-1.83448102018
73,34.2424242424,34.2424242424,34.2424242424,11.9664676521,4.57413124786,-1.55274975842
74,34.8484848485,34.8484848485,34.8484848485,11.9033366413,4.51100023704,-1.27101849666
75,35.4545454545,35.4545454545,35.4545454545,11.8402056305,4.44786922623,-0.989287234904
76,36.0606060606,36.0606060606,36.0606060606,11.965850723,4.57351431869,-0.689710307548
77,36.6666666667,36.6666666667,36.6666666667,12.2133639328,4.82102752846,-0.37861276063
78,37.2727272727,37.2727272727,37.2727272727,12.4608771425,5.06854073824,-0.0675152137123
79,37.8787878788,37.8787878788,37.8787878788,12.7083903523,5.31605394801,0.243582333206
80,38.4848484848,38.4848484848,38.4848484848,12.9559035621,5.56356715778,0.554679880124
81,39.0909090909,39.0909090909,39.0909090909,13.2034167718,5.81108036755,0.865777427042
82,39.696969697,39.696969697,39.696969697,13.4509299816,6.05859357733,1.17687497396
83,40.303030303,40.303030303,40.303030303,13.6984431914,6.3061067871,1.48797252088
84,40.9090909091,40.9090909091,40.9090909091,13.9459564012,6.55361999687,1.7990700678
85,41.5151515152,41.5151515152,41.5151515152,14.1934696109,6.80113320664,2.11016761471
86,42.1212121212,42.1212121212,42.1212121212,14.4305856408,7.03824923647,2.45112021838
87,42.7272727273,42.7272727273,42.7272727273,14.6261129508,7.2337765465,2.91149304907
88,43.3333333333,43.3333333333,43.3333333333,14.8216402608,7.42930385654,3.37186587975
89,43.9393939394,43.9393939394,43.9393939394,15.0171675709,7.62483116658,3.83223871043
90,44.5454545455,44.5454545455,44.5454545455,15.2126948809,7.82035847661,4.29261154112
91,45.1515151515,45.1515151515,45.1515151515,15.4082221909,8.01588578665,4.7529843718
92,45.7575757576,45.7575757576,45.7575757576,15.603749501,8.21141309668,5.21335720248
93,46.3636363636,46.3636363636,46.3636363636,15.799276811,8.40694040672,5.67373003316
94,46.9696969697,46.9696969697,46.9696969697,15.994804121,8.60246771675,6.13410286385
95,47.5757575758,47.5757575758,47.5757575758,16.1903314311,8.79799502679,6.59447569453
96,48.1818181818,48.1818181818,48.1818181818,16.3858587411,8.99352233683,7.05484852521
97,48.7878787879,48.7878787879,48.7878787879,16.5813860511,9.18904964686,7.51522135589
98,49.3939393939,49.3939393939,49.3939393939,16.7769133612,9.3845769569,7.97559418658
99,50.0,50.0,50.0,16.8388749653,9.44653856102,8.25433842318
